,0,1
4433,rosie revere and the raucous riveters,1
4434,jug,1
4435,the substitute,1
4436,the compass,1
4437,limonite of adad in mature,0
4438,retro,1
4439,the baseless fabric,1
4440,smoothbark on ataraxia on,0
4441,heavy gilt,1
4442,someday the rabbi will leave,1
4443,hussein adducer attendant commonsense assistant correlate,0
4444,deciphered to predict insight,0
4445,laboured awkward restrict cord arrange exchange phrygia,0
4446,the twelve clues of christmas,1
4447,eyes,1
4448,dinner into of meal to crp,0
4449,pteridospermopsida during to,0
4450,duel of hearts,1
4451,the bookseller,1
4452,dispose drown kill,0
4453,chaos profiteers,1
4454,chicken foot farm,1
4455,jeweled redecorate laurel cassia but with,0
4456,ares for beat,0
4457,the amazing adventures of bumblebee boy,1
4458,collapsible telescopic visible about available charcoal,0
4459,cinnamon,1
4460,navajo courage,1
4461,sculptured melodies,1
4462,fruitful quinsy bird,0
4463,humphry clinker,1
4464,almsgiver convertible donor benefactor ripen centaurium,0
4465,the bookshop,1
4466,hyde,1
4467,boyface and the power of three and a bit,1
4468,clever duck,1
4469,unsparing with to without,0
4470,meandering on secondary subordinate servile,0
4471,hershey herself,1
4472,myelinic on to avianize,0
4473,balmily unidentified anonymous nameless for,0
4474,fallout fabric form appearance pretense like imagination fancy down,0
4475,mumps beginning note to,0
4476,ostriches and marijuana,1
4477,the ark,1
4478,witch glitch,1
4479,syllabub sapropel to dedicate,0
4480,crude and unsatisfying,1
4481,catty malicious vixenish despiteful,0
4482,audibly figural representational by for eidetic to to delineative indra about,0
4483,galactocele talebearing ranula,0
4484,the scout,1
4485,presage augur diviner,0
4486,her sheriff bodyguard,1
4487,the right kind of reckless,1
4488,confuter logomach of crawling naysayer in obstructionist symptom rationality of,0
4489,obedient dutiful in solid of blockish of,0
4490,journey to the underground world,1
4491,becomingly benthal incorrectness indecency,0
4492,inconceivability with election choice remark from,0
4493,fizgig implement with,0
4494,antipollution aspidistra to set hard addicted,0
4495,the definition of us,1
4496,surprise at yorktown,1
4497,the contender,1
4498,thou shall not keep me wondering,1
4499,too loud lily,1
4500,repand accomplishment skill,0
4501,the last chatelaine,1
4502,ratan rabelais impertinently chukchi,0
4503,yankee doodle,1
4504,the focus factor,1
4505,pillion riders,1
4506,instructions for a broken heart,1
4507,the last confession of thomas hawkins,1
4508,embank lean put,0
4509,cradle,1
4510,metonymical delineative under,0
4511,chromatid barb saddled vane,0
4512,lockout resistance hold,0
4513,cottonwood whispers,1
4514,banana moon,1
4515,acokanthera sodomize tread stamp,0
4516,baby talk,1
4517,pit bank wench,1
4518,stoichiometric sass act,0
4519,invincible,1
4520,stillness and other stories,1
4521,caught in a web,1
4522,gutter tragedies,1
4523,my life as a smashed burrito with extra hot sauce,1
4524,stink city,1
4525,unmelodious infectious but,0
4526,lured by the rich rancher,1
4527,immediate release,1
4528,manila bay,1
4529,ankylose join paleodendrology belloc of,0
4530,the elves of cintra,1
4531,nurse of the island,1
4532,the story of little black horse,1
4533,cross and crescent,1
4534,shiny glassy semiopaque dark unfathomable,0
4535,hordeolum courthouse from infection sty zymosis vinification illegality,0
4536,fortunella dysplasia of,0
4537,endearingly from into,0
4538,naomi,1
4539,a shabby genteel story,1
4540,lxi consistency boatyard,0
4541,hydrophobicity of hallucination,0
4542,white cargo,1
4543,dragon magic,1
4544,commonsense to reasonable healthy,0
4545,the proposal,1
4546,discipleship position to attitude conurbation subtopia,0
4547,plasmapheresis plateletpheresis from omission to proceeding before sivapithecus,0
4548,tales of pirx the pilot,1
4549,gem muffin popover candyweed at dissentious outlive britt drachm to ahimsa,0
4550,morphologic epona centerfold,0
4551,excogitator tuileries leon airy shadowy indistinct bezique guenon to,0
4552,linearity iconolatry in,0
4553,unattired unfold at of histrionic,0
4554,the separation,1
4555,starveling beggarwoman questioning govern,0
4556,left of africa,1
4557,hypertonia tonicity myotonia for from,0
4558,hanging around penultima gardens,1
4559,electromotive put rubricate,0
4560,madrilene to at consomme soup at,0
4561,chimneypot to pipe cesspool,0
4562,the charm bracelet,1
4563,a proposition for the comte,1
4564,ripper,1
4565,focusing,1
4566,the lost bellybutton,1
4567,wanted,1
4568,xanax benzodiazepine estazolam of,0
4569,ignobleness unrighteousness with,0
4570,flippant of light nerveless helpless but to for,0
4571,sugar cookie murder,1
4572,ting ting the ghosthunter,1
4573,the colonized,1
4574,decumary impulse in hortensia hydrangea with deutzia,0
4575,hold sildenafil throughout abdias recommendation,0
4576,the accident,1
4577,aardwolf hyena cog,0
4578,the torch bearers,1
4579,tinder,1
4580,outflank on including,0
4581,territorialise increase process rigmarole shmegegge meaningless nonsense unwise,0
4582,yodel effusion flood debacle regulate,0
4583,bumf,1
4584,frontierswoman organize to structure,0
4585,debtor with from mortgagor gambol concession tanginess,0
4586,dark economy,1
4587,the steeplechaser,1
4588,coexisting unbooked experience,0
4589,churchill of at for besot,0
4590,matters of the heart,1
4591,bzrk,1
4592,trichotomy,1
4593,silverdome,1
4594,the treasure of the sierra madre,1
4595,uxoriousness myriagram affectionateness of concentration focus,0
4596,smoothy hypocrite baron,0
4597,mute,1
4598,chukka part insufficiently hair pilus nailbrush,0
4599,that unheard whimper,1
4600,sting of the honeybee,1
4601,panofsky stubbly bestubbled,0
4602,the damned,1
4603,uncollected uneasy bag,0
4604,annalist to historian postdoc penitence compunction under filly,0
4605,terrifyingly talented,1
4606,james and the dinosaurs,1
4607,the open world,1
4608,successively ichthyosaurus of stenopterygius nothosaur,0
4609,grassy and the magic seed,1
4610,a murderous procession,1
4611,bugaboo execute in,0
4612,gide,1
4613,the stone beach,1
4614,all we ever wanted was everything,1
4615,except trapped quaint established for starred,0
4616,dalasi beyond butut,0
4617,bite nibble to eat,0
4618,never boil your alarm clock,1
4619,doped in on drug insensitive soulless fill cloy,0
4620,willy the wimp,1
4621,the guardian,1
4622,the lesbian body,1
4623,mummy scares best,1
4624,the glassblower,1
4625,flesh crawling tales of old japan,1
4626,interconnection representation rescript clothing cover,0
4627,divided,1
4628,checkout,1
4629,mazurka for two dead men,1
4630,deliver me from temptation,1
4631,downbeat kill,1
4632,boone,1
4633,the slaughterhouse,1
4634,the glass sentence,1
4635,the yage letters,1
4636,blood and rain,1
4637,antonym neologism contrivance,0
4638,tailorbird sparseness subdeacon wateriness meagerness,0
4639,rally race,1
4640,noncompliance defiance claim demand,0
4641,tomfool cheat to exaggeration,0
4642,imaret hostel circumscription caravansary posthouse roadhouse horsecloth,0
4643,courgette wants to be big,1
4644,close encounters of the nerd kind,1
4645,sphecius to to,0
4646,electrocautery thermocautery instrument govern throne around of,0
4647,evolution,1
4648,skagerrak passionateness feeling to,0
4649,downspin of of downturn serve,0
4650,the irrepressible peccadillo,1
4651,impressible impressionable of with easy,0
4652,closing costs,1
4653,heteroploid organism twist in rotation strike,0
4654,wildly weird,1
4655,oceania kwanzaa homoiotherm come basophilic showgirl by prefabrication to including,0
4656,the secret,1
4657,hemophilia of through,0
4658,penetralia,1
4659,the first mountain man,1
4660,saktism deceleration diaphone of exchange,0
4661,the dedalus book of polish fantasy,1
4662,hipster reformer of with,0
4663,loess soil obscenity from qandahar malevolence bad plugged,0
4664,stiffen tie befriend to metycaine feculent fixate,0
4665,a guest appearance,1
4666,anthologist editor in,0
4667,the culprits,1
4668,geomyidae of moon object occasions calligraphical,0
4669,enchiridion in guidebook manual igg,0
4670,anodyne analgesic decelerate assimilate anatomize,0
4671,hmong means free,1
4672,scarecrow effigy have for influence but,0
4673,the rabbi who flew,1
4674,inscrutably of overdo act levorotatory outercourse,0
4675,dull dehydrogenate of oxygenize,0
4676,dolichocranic expurgation deletion,0
4677,ravish her completely,1
4678,diagonally lino in,0
4679,the bawdy bride,1
4680,the tyrant,1
4681,the zircon collection,1
4682,cepphus unfastened for of apetalous,0
4683,ha on commonly on soaked,0
4684,gastrocnemius influx leather,0
4685,hanukkah bear,1
4686,asterix and the magic carpet,1
4687,faceless anonymous nameless of subtle wench airedale unkept geographical,0
4688,jadestone mastotermitidae chaulmoogra plant,0
4689,plot yard by to,0
4690,liederkranz to meter,0
4691,protoheme pigment off,0
4692,redoubt bastion to,0
4693,strictly with invalidness with of,0
4694,we played marbles,1
4695,fiefdom,1
4696,bernoulli down confirmed,0
4697,sse inflamed of,0
4698,extra credit,1
4699,archdeaconry jurisdiction diocese justiciary,0
4700,fun and pathos of one life,1
4701,salpidae in verge to,0
4702,formicate stoppered bend of huddler,0
4703,white out,1
4704,the nearsighted giraffe,1
4705,cipher of digit nine cardinal,0
4706,sneakiness closeness nearness to,0
4707,public relations,1
4708,rightish satisfactory good commodity on,0
4709,maginot line murder,1
4710,fluffy chick,1
4711,crow blue,1
4712,voiceless implicit silent to portage to body,0
4713,the creeper,1
4714,frat girl,1
4715,skylight opening synecdochical,0
4716,discordantly position set settled for to of,0
4717,all about me,1
4718,brae hillside descent origin to tramontana activity count search,0
4719,sicily by barnacle traveler,0
4720,implosion,1
4721,banks count include,0
4722,whipsnake to action,0
4723,declaim sigint at in barnstorm perform of,0
4724,llama llama jingle bells,1
4725,bulldog drummond meets a murderess,1
4726,the cattleman,1
4727,bluebeard,1
4728,between the assassinations,1
4729,hidden darkness,1
4730,ecology apprehension capture,0
4731,cultivatable by zoophobia entomophobia ailurophobia,0
4732,cities in flight,1
4733,scorch,1
4734,addict,1
4735,bangui compactly sell to inaccurate wide ample,0
4736,quicksilver,1
4737,perfect,1
4738,the ministry of poll poorman,1
4739,competitiveness sulkiness to of,0
4740,crazy weather,1
4741,little fires everywhere,1
4742,saturnalia around revel,0
4743,along float cairn terrier eddy for wirehair cursor marker cosmetic,0
4744,unwaveringly phantom but,0
4745,the phantom tourer,1
4746,carnival of monsters,1
4747,texas angel,1
4748,cairo modern,1
4749,the complaint,1
4750,jinks wallow through,0
4751,ophiuchus counterfeit of teaching to clothing,0
4752,celandine by during,0
4753,hans of iceland,1
4754,fata morgana,1
4755,mirage,1
4756,coconspire patronize interact to traumatic alloy blend,0
4757,ohio teetotum mold to,0
4758,the foretelling of georgie spider,1
4759,sunrise behind the louvre,1
4760,the colony,1
4761,the parchment scroll,1
4762,bloodline,1
4763,charisma,1
4764,the door between,1
4765,trouble on the heath,1
4766,owl and the tiger thieves,1
4767,everyday of of familiar condition but thermocoagulation in,0
4768,thirst,1
4769,beyond the night,1
4770,spool at multicollinearity allowance,0
4771,saving grad,1
4772,path of the cat,1
4773,nominalistic pentacle mark,0
4774,aerides physique dumpiness to in,0
4775,shrill shriek noise crack,0
4776,jetsam journey,1
4777,unlovable coiffeur abominable bad terry,0
4778,magnetization meter about,0
4779,the country of the pointed firs and other stories,1
4780,no sign of ringgit note,1
4781,maverick marshal,1
4782,herringbone fabric samite,0
4783,sissified unmanly unagitated,0
4784,the girdle of kaf,1
4785,wooing miss whately,1
4786,coalescent,1
4787,invincibility power influence,0
4788,stroboscope sublingual of,0
4789,filbert the good little fiend,1
4790,molehill syntax organize up,0
4791,kindergarten preschool playschool on teashop moonshell,0
4792,man of peace,1
4793,azadirachtin aspergill device prompter spoiler,0
4794,sausage souse of give offer,0
4795,half a look of cain,1
4796,tanacetum mechanics performance,0
4797,faster,1
4798,buffalo through play ridicule,0
4799,tracheal hum to,0
4800,red fortress ob der tauber,1
4801,ruminate to of,0
4802,ginger bear,1
4803,eichhornia descent dive inheritance,0
4804,periodontia up dentistry,0
4805,funerary throttler difficulty pass,0
4806,alligatoridae conjuring touch eat,0
4807,chairman of fools,1
4808,fibreoptics racial upon hauberk collection republication sandpiper communication in,0
4809,dally consider associate,0
4810,the vineyard,1
4811,boehmenism in tie equality to metralgia equivalence mahabharata foist,0
